,answerid,parentid,username,userid,context,time,vote
178,74585360,74584804,broot,448875,"First of all, we need to define T as a type parameter for the synchronize() function. Then we don't really have to specify suspend or argument types for the lambda - they will be automatically inferred by the compiler:
fun <T> synchronize (action1: (T) -> Unit): suspend (T) -> Unit {
    return { x ->
        mutex.withLock {
            action1 (x)
        }
    }
}",2022-11-26 20:23:03Z,1
179,74584838,74584803,Willem Van Onsem,67579,"In case the form is not valid, you should rerender the template with the form, so:
class PostCreateView(LoginRequiredMixin, View):
    form_class = PostCreateUpdateForm

    def get(self, request, *args, **kwargs):
        form = self.form_class
        return render(request, ""post/create.html"", {""form"": form})

    def post(self, request, *args, **kwargs):
        form = self.form_class(request.POST)
        if form.is_valid():
            new_post = form.save(commit=False)
            new_post.slug = slugify(form.cleaned_data['body'][:20])
            new_post.user = request.user
            new_post.save()
            messages.success(request, 'you created a new post', 'success')
            return redirect('post:post-detail', new_post.id, new_post.slug)
        return render(request, 'post/create.html', {'form': form})
But you are implementing a lot of boilerplate code here. What you here do is implementing a CreateView [Django-doc]:
from django.contrib.messages.views import SuccessMessageMixin
from django.views.generic import CreateView


class PostCreateView(LoginRequiredMixin, SuccessMessageMixin, CreateView):
    form_class = PostCreateUpdateForm
    template_name = 'post/create.html'
    success_message = 'you created a new post'

    def form_valid(self, form):
        form.instance.slug = slugify(form.cleaned_data['body'][:20])
        form.instance.user = request.user
        return super().form_valid()

    def get_success_url(self):
        return reverse('post:post-detail', args=(new_post.id, new_post.slug))",2022-11-26 19:00:02Z,2
180,74584842,74584803,siIverfish,20480866,"Your ""post"" method in PostCreateView only returns a response if the form is valid. If it isn't valid, it will return None, causing an error.
Modify that method so it looks like this:
    def post(self, request, *args, **kwargs):
        form = self.form_class(request.POST)
        if form.is_valid():
            new_post = form.save(commit=False)
            new_post.slug = slugify(form.cleaned_data[""body""][:20])
            new_post.user = request.user
            new_post.save()
            messages.success(request, ""you created a new post"", ""success"")
            return redirect(""post:post-detail"", new_post.id, new_post.slug)
        return render(request, ""post/create.html"", {""form"": form})",2022-11-26 19:00:26Z,2
181,page note found,74584802,page note found,page note found,page note found,page note found,page note found
182,74589721,74584801,Theo,9898643,"As commented by Abraham Zinala, you cannot use both -Filter and -Identity together as these parameter sets rule eachother out giving you the error message
Parameter set cannot be resolved using the specified named parameters.
Next, Get-ADGroupMember will not just return computer objects, but also users and other groups can be members of one particular group. Therefore, if you want to get output for computer objects only, you will need to filter out the other object types.
Luckily, each group member has a property called objectClass. This is a string containing either 'user', 'computer' or 'group', so it is realy quite easy to check on that:
# get all members of the group, filter with a Where-Object clause to receive only computer objects
$members = Get-ADGroupMember -Identity ""Groupname"" | Where-Object {$_.objectClass -eq 'computer'}
foreach ($computer in $members) {
    $computer | Get-ADComputer -Properties Description | Select-Object Name, Description
}
By default, Get-ADComputer returns objects with these properties: DistinguishedName, DNSHostName, Enabled, Name, ObjectClass, ObjectGUID, SamAccountName, SID,  UserPrincipalName, so in this case you only have to ask for the extra property Description",2022-11-27 11:43:58Z,0
183,74585163,74584799,player0,5632629,"try:
=BYROW(A9:A24, LAMBDA(ii, INDEX(QUERY(, 
 ""select ""&REGEXREPLACE(REGEXREPLACE(REGEXREPLACE(B2, ""\^\d+"", REPT(""*x"", 
 REGEXEXTRACT(B2, ""\^(\d+)"")-1)), ""\("", ""*(""), ""x"", ii&"""")), 2)))
logic:
caret ^ is not supported by QUERY so we first transform ^2 into an alternative. we know x^2 is equal to x*x so we extract that 2 and subtract 1 and REPT *x one time
next, we need to add multiplication as ()() needs to become ()*() same as 50x to 50*x
then we substitute x with value and evaluate the string with QUERY's SQL ## logic:
basically, we transform your:
-50(x)-1/2(-9.81)(x^2)+35
into:
-50*(0)-1/2*(-9.81)*(0*0)+35
-50*(1)-1/2*(-9.81)*(1*1)+35
-50*(2)-1/2*(-9.81)*(2*2)+35
etc.
UPDATE:
x^n where n is <1 are unachievable with REPT method and QUERY does not support roots so we can use a script to convert a text string into the formula
poor script example:
function onEdit(){
  var sheet = SpreadsheetApp.getActiveSheet();
  var source1= sheet.getRange('F7');
  var source2= sheet.getRange('F8');
  var formula1 = source1.getValue();
  var formula2 = source2.getValue();
  var target1 = sheet.getRange('B7');
  var target2 = sheet.getRange('B8');
  target1.setFormula(formula1);
  target2.setFormula(formula2);
}
where F7 contains:
=BYROW(A7:A23, LAMBDA(i, ""POW(""&INDEX(QUERY(, ""select ""&REGEXREPLACE(
 SUBSTITUTE(REGEXEXTRACT(B3, ""(.+)\^""), "")("", "")*(""), ""x"", i&"""")), 2)&"",""&
 REGEXEXTRACT(B3, ""\^\((.+)\)"")&"")""))",2022-11-27 00:25:43Z,0
184,74585969,74584798,1THGAMER1,17125589,"You need to tell which intents you want to use. If you want to use every intent for example you have to write
    bot = commands.Bot(command_prefix='?', intents = discord.Intents.all())
on line 7.
You can enable your intents on https://discord.com/developers/application choose your application and then choose Bot. If you want to use all Intents, you have to enable everything under Private Gateway Intents in order to work properly.",2022-11-26 22:14:39Z,0
185,70763406,70745701,jcalz,2887218,"The issue here is that you have a value of union type (Section | Link)[] | [] and you're trying to call its filter() method, which is therefore also a union of function types. Taking a union of functions with differing call signatures and deciding which calls are safe is not a trivial task. Conceptually a union of call signatures should take an intersection of the parameters (due to contravariance of function/method parameters), but there are a lot of practical issues that make it harder.
Originally, TypeScript just gave up and didn't let you call such functions at all. See microsoft/TypeScript#7294. Then TypeScript 3.3 introduced support for calling some union types via a fix in microsoft/TypeScript#29011, which would synthesize a single call signature using the intersections of the parameters from the individual union members' call signatures, as long as no more than one member's call signature is overloaded and no more than one member's call signature is a generic. This improved things a lot, but in particular array methods tend to be generic and/or overloaded so unions of arrays still had few useful methods available. See microsoft/TypeScript#36390. A little more work has been done in microsoft/TypeScript#31023 to allow some generic methods to be called in unions, and as of now, only reduce() is completely uncallable for unions of functions. Still, it's not perfect, and microsoft/TypeScript#44373 is the currently open issue about this. Your filter() call is specifically trying to use the overloads where the callback is a user-defined type guard function, and that's just not supported at this time.
So for now there are only workarounds. My go-to workaround:
Generally speaking when you have an array of type Array<A> | Array<B> and you're only going to be reading from it, it should be safe to treat it as a value of type ReadonlyArray<A | B>. In fact, the compiler will generally let you perform this widening:
parentSection.children; //  (Section | Link)[] | []
const pc: readonly (Section | Link)[] = parentSection.children; // no error
Note that the element type for [] is the never type, so ReadonlyArray<A | B> in this case would be ReadonlyArray<(Section | Link) | never> which is just ReadonlyArray<Section | Link>.
Once you have a ReadonlyArray<A | B>, it's no longer a union type (its elements are union typed but not the array itself) and you can call filter() with impunity:
const sections = pc.filter((item): item is Section => !!item && item.type === 'section');
// const sections: Section[]
Note that you could shorten this to a one-liner:
const sections = (parentSection.children as readonly (Section | Link)[]).
  filter((item): item is Section => !!item && item.type === 'section');
// const sections: Section[]
but that's a bit less type safe since type assertions allow (unsafe) narrowing/downcasting as well as (safe) widening/upcasting, whereas type annotations on variables only allows widening/upcasting.
There are, of course, other viable workarounds (e.g., you mentioned using map(x => x), which works because of some of the above PRs, and then it becomes a single array type). Until and unless microsoft/TypeScript#44373 is addressed, you'll have to stick with your favorite workaround.
Playground link to code",2022-01-19 00:36:00Z,4
186,,74584796,,,,,
187,74597086,74584793,eamirho3ein,10306997,"ListTile by default has specific size for its title and that is why your table squash. so you need to change visualDensity like this:
ListTile(
   visualDensity: VisualDensity(vertical: 2),
   ....
),",2022-11-28 07:06:05Z,0
188,closed,74584792,closed,closed,closed,closed,closed
189,74584845,74584790,dcsuka,19512611,"Does something like this work?
library(tidyverse)
read_file(""mytxt.txt"") %>%
  str_split(""␌"") %>%
  unlist() %>%
  as_tibble_col(""data"")
It just reads the file as raw text then splits afterwards. You may have to replace the splitting character with something else.",2022-11-26 19:01:05Z,0
190,74584882,74584790,r2evans,3358272,"Base R:
vec <- c(""a"",""b"",""\fd"",""e"",""\ff"",""g"")
# vec <- readLines(""file.txt"")
out <- data.frame(page = sapply(split(vec, cumsum(grepl(""^\f"", vec))), paste, collapse = ""\n""))
out
#     page
# 0   a\nb
# 1 \fd\ne
# 2 \ff\ng
If you need the leading \f removed, easily done with
out$page <- sub(""^\f"", """", out$page)",2022-11-26 19:05:25Z,1
